adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,negative_words,positive_words,ratio_function_to_content_words,grade,index_text
0.09239,0.03533,0.5625,22.28246,0.4375,2.5,2.98551,36.8,0.28533,4,10,368,0.08424,0.14946,0.02174,0.01087,0.00272,0.00272,0.00272,411050.14976,4.7378,4.93535,1753.3,2.2072,2.2072,3.065,3.065,5.62837,5.79823,0.56604,11.42192,1040.86279,0.0,0.77316,0.08967,0.00543,0.03533,0.0,0.0625,0.0,0.05163,0.0,0.01087,3.55882,3.36364,3.32353,8.10638,3.49595,8.3,90.2,0.44373,1.28571,0.0,0.0,2.22222,2.15556,1.55556,1.64444,1.0,0.92207,0.02485,0.91674,0.02695,0.96372,0.01058,0.94604,0.02386,0.95088,0.02487,0.37198,0.45894,0.77778,"[160, 160, 120, 160, 120, 720]",10
0.06962,0.05063,0.51899,42.73325,0.48101,1.2,2.86585,26.33333,0.25316,5,6,158,0.10127,0.14557,0.05696,0.0443,0.0,0.0,0.01266,369354.0,4.60587,4.95098,2554.0,2.154,2.154,3.00433,2.32667,5.65378,5.82716,0.5,10.67552,955.93786,0.01,0.71085,0.13291,0.01266,0.06329,0.0,0.06329,0.0,0.0443,0.0,0.01266,5.09091,2.57143,3.0,7.14286,2.82442,7.41667,68.33333,0.5419,1.07895,0.2,2.2,1.6,1.8,1.6,1.53333,1.2,0.9141,0.02754,0.91704,0.0,0.90929,0.02991,0.93565,0.03411,0.93887,0.03382,0.21951,0.53659,0.92683,"[120, 80, 80, 80, 120, 480]",11
0.07571,0.11356,0.64353,5.99339,0.35647,1.2,2.7402,52.83333,0.28391,5,6,317,0.09148,0.17035,0.05047,0.01577,0.00315,0.00315,0.02524,656038.30882,4.81549,5.04669,534.83333,1.834,1.834,2.53283,2.53283,5.4843,5.6451,0.38462,11.35123,899.41939,0.0,0.74867,0.09779,0.0,0.0347,0.0,0.05994,0.00315,0.05047,0.0,0.00315,4.875,1.92308,2.54545,13.13333,3.9578,8.08333,175.66667,0.50418,1.80531,0.0,0.0,6.0,3.6,11.8,8.93333,8.8,0.95326,0.01038,0.9449,0.0,0.9583,0.00621,0.9608,0.00674,0.96218,0.00721,0.42157,0.46078,0.55392,"[80, 120, 80, 80, 40, 400]",12
0.03008,0.03759,0.57644,31.64502,0.42356,3.75,2.97391,26.6,0.37343,4,15,399,0.06516,0.13534,0.04511,0.03258,0.0,0.0,0.01003,620983.22609,4.26473,4.6724,1110.46667,1.59907,1.46427,2.17153,1.932,5.32354,5.58892,0.58491,11.78687,968.63818,0.00217,0.7362,0.09023,0.00251,0.04762,0.00251,0.03759,0.00501,0.03258,0.0,0.00251,3.36364,1.14286,2.71538,11.28889,2.95517,7.36667,67.4,0.5322,1.36095,0.28571,1.42857,1.92857,1.32381,1.85714,1.34286,1.42857,0.85614,0.06254,0.85107,0.0509,0.9659,0.01178,0.90248,0.05714,0.91781,0.0594,0.24783,0.45652,0.73478,"[160, 160, 160, 120, 120, 720]",13
0.04036,0.06278,0.55605,47.60142,0.44395,1.0,2.39516,37.16667,0.22422,6,6,223,0.16143,0.2287,0.07623,0.04484,0.00448,0.0,0.02242,463144.79032,4.53415,4.98902,2604.0,1.63633,1.63633,3.13967,3.13967,5.49035,5.74249,0.23529,12.0572,615.03223,0.04871,0.62395,0.12556,0.00897,0.04933,0.0,0.06278,0.0,0.04484,0.0,0.00897,9.77778,3.0,1.52174,11.14286,2.46499,7.33333,124.66667,0.68686,1.25253,3.8,7.2,10.0,6.6,8.2,6.73333,8.0,0.86808,0.16163,0.81212,0.0,0.86808,0.16163,0.88123,0.15938,0.89056,0.14671,0.45161,0.59677,0.79839,"[0, 0, 0, 0, 0, 0]",14
0.08434,0.01205,0.50201,17.46672,0.49799,1.5,3.176,41.5,0.27711,4,6,249,0.11647,0.12851,0.04819,0.04418,0.0,0.0,0.0,198781.128,4.66574,4.92208,1611.0,1.823,1.823,3.30883,3.30883,5.68952,5.88518,0.4,11.11652,1300.79393,0.00113,0.69853,0.11245,0.0,0.06426,0.00402,0.06426,0.00402,0.05221,0.0,0.0,2.2,2.33333,3.47059,12.33333,3.38823,8.91667,102.5,0.4004,1.00806,0.6,3.4,3.6,2.13333,3.6,2.26667,2.4,0.9169,0.03407,0.90727,0.03233,0.95464,0.0041,0.93005,0.03955,0.93227,0.04035,0.16,0.608,0.992,"[200, 160, 160, 200, 160, 880]",15
0.05394,0.04979,0.57676,37.03711,0.42324,2.75,2.94245,21.90909,0.29876,4,11,241,0.06639,0.17427,0.04979,0.0249,0.0,0.0,0.0166,408608.93525,4.66732,4.98658,3023.36364,2.12391,2.12391,2.95245,2.95245,5.58251,5.82693,0.8,11.77792,737.8443,0.0,0.69239,0.12033,0.0,0.04564,0.0,0.09129,0.0,0.05809,0.0,0.01245,3.38462,3.0,2.68116,8.18421,2.74611,7.31818,45.90909,0.53155,1.36275,0.0,0.6,0.7,1.03636,1.2,1.89091,0.9,0.89786,0.02676,0.89687,0.03053,0.97119,0.00564,0.93328,0.02524,0.93939,0.02502,0.33813,0.43165,0.73381,"[160, 200, 160, 200, 160, 880]",16
0.08411,0.04673,0.57009,34.2987,0.42991,1.33333,2.86885,26.75,0.26168,3,4,107,0.05607,0.17757,0.04673,0.00935,0.0,0.01869,0.00935,408779.44262,4.59843,4.82808,2702.75,1.45075,1.36575,2.15075,2.15075,5.42526,5.60456,0.78947,9.70198,1002.00824,0.0,0.7625,0.07477,0.00935,0.02804,0.0,0.05607,0.0,0.03738,0.0,0.00935,5.44444,1.75,3.37037,10.61111,2.86941,7.5,63.25,0.5193,1.32609,0.0,0.0,1.0,0.83333,1.33333,1.5,1.33333,0.846,0.01293,0.85008,0.0,0.88566,0.03114,0.8779,0.01905,0.88251,0.02032,0.42623,0.32787,0.7541,"[80, 40, 80, 80, 40, 320]",17
0.06918,0.04088,0.58176,23.6885,0.41824,2.2,3.0973,28.90909,0.2956,5,11,318,0.08491,0.1761,0.07547,0.04403,0.0,0.01572,0.00943,380291.45405,4.64904,4.88473,529.63636,1.97064,1.97064,2.78027,2.78027,5.53088,5.70927,0.65217,11.08772,1310.48157,0.0,0.76986,0.1195,0.00943,0.05975,0.00314,0.03459,0.01258,0.02201,0.0,0.01258,2.09091,1.0,3.02222,10.64444,2.68664,7.59091,77.72727,0.54227,1.39098,0.4,1.1,0.9,0.94545,3.0,2.25455,1.1,0.88756,0.03529,0.85881,0.03192,0.92692,0.02381,0.90784,0.03942,0.92175,0.04104,0.31892,0.5027,0.71892,"[120, 120, 80, 80, 80, 480]",18
0.06289,0.03459,0.54403,30.0734,0.45597,2.75,3.00578,28.90909,0.30503,4,11,318,0.13208,0.14151,0.08491,0.06289,0.00629,0.00943,0.00314,285675.78035,4.53582,4.74992,1555.81818,2.25136,2.22255,2.59473,2.59473,5.53895,5.69701,0.55814,11.08772,1464.65587,0.0,0.72904,0.10692,0.00314,0.07547,0.0,0.03774,0.00314,0.03459,0.0,0.00629,3.0,2.0,3.32967,9.0,3.08032,8.72727,67.36364,0.51168,1.1931,0.0,0.0,2.7,2.4,1.6,1.47273,1.1,0.8679,0.06907,0.85245,0.06975,0.93364,0.02257,0.89683,0.07528,0.91132,0.07863,0.24277,0.57803,0.83815,"[120, 120, 120, 120, 80, 560]",19
0.09145,0.0649,0.59587,15.41199,0.40413,2.0,2.87129,42.375,0.26254,4,8,339,0.059,0.17699,0.0354,0.02655,0.00295,0.0,0.0059,376776.15347,4.7288,4.92323,1501.625,2.05925,1.8265,3.12025,2.67275,5.52878,5.6738,0.44643,11.45748,901.67117,0.00633,0.7495,0.15339,0.0118,0.07965,0.00295,0.0885,0.00295,0.07965,0.0,0.0236,6.03333,2.93333,2.68182,11.33962,3.98414,8.5,160.625,0.46565,1.47445,0.57143,4.14286,2.14286,1.53571,4.85714,4.07143,2.85714,0.93033,0.03126,0.92561,0.01266,0.95609,0.00584,0.94879,0.01499,0.95551,0.01778,0.26733,0.4802,0.67822,"[40, 80, 120, 160, 120, 520]",20
0.09259,0.04938,0.58951,42.82611,0.41049,4.5,2.93717,18.0,0.26543,4,18,324,0.10494,0.1821,0.03086,0.0216,0.0,0.0,0.00926,342627.31414,4.7148,4.82372,1917.94444,2.61756,2.61756,2.93617,2.93617,5.60296,5.7214,0.42308,11.43175,1048.84992,0.0,0.74236,0.08025,0.00617,0.02469,0.0,0.04321,0.00309,0.04321,0.0,0.00309,3.86667,3.23077,3.63529,10.59259,2.3202,7.52778,34.5,0.55392,1.43609,0.0,0.0,0.88235,0.73856,0.47059,0.60784,0.17647,0.84197,0.0696,0.83267,0.06494,0.96312,0.00244,0.89681,0.05355,0.91887,0.04873,0.35079,0.49738,0.69634,"[120, 120, 80, 120, 120, 560]",21
0.06716,0.02612,0.56343,8.41326,0.43657,1.5,3.17881,44.66667,0.39179,4,6,268,0.0597,0.07836,0.03358,0.03358,0.0,0.0,0.0,747767.39735,4.29579,4.85341,322.5,1.43567,1.407,2.38083,2.38083,5.45477,5.80477,0.55,11.63522,830.08329,0.0,0.69402,0.09328,0.0,0.04478,0.0,0.03731,0.0,0.03358,0.0,0.01493,1.72222,2.5,3.0198,8.77778,3.69823,8.08333,131.0,0.51918,1.2906,0.0,0.0,3.2,2.66667,5.6,3.86667,4.2,0.91318,0.03616,0.88758,0.03486,0.94129,0.01038,0.91916,0.03787,0.92303,0.04062,0.36424,0.48344,0.77483,"[160, 120, 120, 80, 0, 480]",22
0.07692,0.04858,0.583,19.24043,0.417,2.25,3.15278,27.44444,0.35223,4,9,247,0.08907,0.10526,0.03644,0.02429,0.0,0.00405,0.00405,418563.88889,4.24372,4.81753,857.77778,1.59978,1.59978,2.24811,2.24811,5.26317,5.64254,0.7619,10.80232,1020.04449,0.0,0.78041,0.09312,0.0081,0.04453,0.0,0.04049,0.0081,0.04453,0.0,0.0081,3.11111,5.71429,3.27632,7.31818,3.009,7.5,66.77778,0.50059,1.39806,0.375,2.875,1.875,0.80556,1.5,1.0,1.125,0.88891,0.03536,0.86471,0.03348,0.91511,0.02132,0.91227,0.02697,0.91973,0.02854,0.32639,0.47917,0.71528,"[200, 200, 160, 200, 160, 920]",23
0.0625,0.04861,0.55556,57.52,0.44444,3.0,2.65,16.0,0.26389,3,9,144,0.13194,0.18056,0.0625,0.04861,0.0,0.0,0.01389,463528.725,5.03053,5.04305,12180.22222,3.47911,3.47911,3.58789,3.58789,5.82285,5.8249,0.6,10.07001,1320.41,0.0,0.78156,0.125,0.01389,0.04861,0.0,0.05556,0.0,0.04861,0.0,0.00694,3.44444,1.85714,3.61111,10.2,2.56221,6.83333,35.44444,0.57077,1.25,0.0,0.0,0.25,0.25,0.5,0.63889,0.125,0.82416,0.0531,0.82056,0.06198,0.94989,0.002,0.87845,0.05798,0.88719,0.05694,0.3,0.5125,0.8,"[40, 40, 40, 40, 40, 200]",24
0.08696,0.02372,0.59289,22.6793,0.40711,2.25,3.10667,28.11111,0.34783,4,9,253,0.07115,0.13439,0.03162,0.01976,0.0,0.00395,0.00791,627750.86667,4.20406,4.86235,555.88889,1.59167,1.49556,2.55056,2.55056,5.27368,5.71946,0.96667,10.75993,1495.27499,0.00409,0.75448,0.09881,0.0,0.04348,0.0,0.06324,0.0,0.03953,0.0,0.00791,4.66667,1.8,2.61446,7.57692,3.31913,8.05556,68.22222,0.51853,1.45631,0.125,1.125,2.0,1.08333,1.375,0.77778,0.75,0.8648,0.04676,0.83787,0.04856,0.92844,0.00664,0.88966,0.05648,0.89911,0.05872,0.38667,0.38,0.68667,"[160, 120, 80, 120, 80, 560]",25
0.06742,0.05618,0.60955,12.32804,0.39045,2.75,3.18894,32.36364,0.3427,4,11,356,0.05618,0.14326,0.02809,0.01685,0.0,0.00281,0.00562,1083998.10599,4.17579,4.71511,789.54545,1.15291,1.15291,1.45845,1.45845,5.22433,5.60075,0.80851,11.71887,904.605,0.00389,0.7223,0.06742,0.00843,0.03652,0.0,0.02809,0.00843,0.0309,0.0,0.00281,2.0,4.1,3.85849,9.88889,3.34303,7.31818,82.63636,0.5167,1.56115,0.2,0.4,1.4,1.25455,2.7,2.21818,2.0,0.85543,0.05819,0.86191,0.04777,0.95956,0.00969,0.90839,0.03465,0.92715,0.03962,0.45622,0.49309,0.64055,"[120, 120, 120, 120, 80, 560]",26
0.05714,0.06286,0.56,50.23032,0.44,3.0,2.62245,19.44444,0.25143,3,9,175,0.12,0.18857,0.05143,0.02286,0.0,0.00571,0.02286,578622.52041,4.59445,4.89085,2355.66667,2.52111,2.52111,2.80033,2.80033,5.42673,5.6347,0.87879,10.32563,1061.12954,0.00605,0.75368,0.08,0.01143,0.02286,0.0,0.02286,0.00571,0.02857,0.0,0.02286,5.11111,2.8,3.17073,8.65385,2.75849,7.16667,50.55556,0.60014,1.27273,0.0,0.0,0.625,0.38889,1.25,0.80556,1.0,0.86102,0.03909,0.81691,0.04881,0.90577,0.02871,0.87873,0.04101,0.89865,0.04891,0.29592,0.23469,0.78571,"[80, 80, 80, 80, 80, 400]",27
0.10843,0.04418,0.5502,23.01357,0.4498,2.25,3.18248,27.66667,0.26908,4,9,249,0.11647,0.12851,0.04016,0.02811,0.0,0.00402,0.00803,218642.37956,4.57958,4.77294,1391.0,2.281,2.281,3.21956,3.21956,5.50992,5.65266,1.0,10.81383,1001.48845,0.0,0.77507,0.09639,0.00803,0.04016,0.0,0.03614,0.00803,0.03614,0.0,0.02008,2.07407,3.33333,3.92188,7.03846,2.74357,7.27778,63.33333,0.4662,1.22321,0.0,0.0,0.375,0.47222,0.875,0.63889,0.75,0.88013,0.01999,0.88296,0.01902,0.94257,0.01242,0.91941,0.02643,0.92645,0.02702,0.48175,0.77372,0.81752,"[120, 120, 120, 160, 160, 680]",28
0.06897,0.07759,0.56897,34.32603,0.43103,1.75,2.81818,33.14286,0.26724,4,7,232,0.06034,0.15517,0.03448,0.01293,0.00431,0.00431,0.00862,495657.11364,4.75783,4.83427,1421.85714,1.58857,1.58857,2.597,2.597,5.63838,5.72103,0.69697,11.54146,658.22274,0.00594,0.6994,0.13362,0.01724,0.03448,0.00431,0.0431,0.01293,0.06034,0.0,0.06466,3.3125,3.91667,3.45763,10.53571,3.4353,7.64286,95.0,0.50218,1.32,0.33333,0.66667,1.0,1.61905,4.0,4.42857,2.0,0.91014,0.02958,0.90718,0.0258,0.9631,0.01231,0.93472,0.03273,0.94369,0.02889,0.40909,0.37121,0.75758,"[120, 120, 120, 120, 120, 600]",29
0.05183,0.02744,0.56707,27.25641,0.43293,2.5,2.93548,32.8,0.33841,4,10,328,0.03049,0.14939,0.03354,0.01524,0.0061,0.00305,0.0061,607678.56452,4.15452,4.55716,428.7,0.6117,0.6117,1.3848,1.3848,5.27615,5.56014,1.04444,12.64231,669.40215,0.0,0.72524,0.09451,0.0,0.04573,0.0,0.04878,0.0,0.05793,0.0,0.02744,2.08333,2.625,2.45918,5.71429,3.50883,7.95,84.9,0.54416,1.30986,0.0,0.0,1.77778,2.26667,2.88889,3.53333,2.44444,0.89653,0.03409,0.8875,0.0347,0.94771,0.01928,0.92569,0.03236,0.9418,0.02508,0.3871,0.48925,0.76344,"[120, 80, 80, 120, 80, 480]",30
0.06806,0.03403,0.55236,45.47088,0.44764,3.6,2.891,21.22222,0.27749,5,18,382,0.07068,0.17277,0.06545,0.04188,0.00524,0.00524,0.01309,320799.53555,4.68598,4.7589,1988.55556,2.32794,1.8085,2.54189,2.04033,5.62865,5.70077,0.66102,12.14735,840.26469,0.00353,0.70449,0.10209,0.00785,0.05759,0.0,0.0445,0.00524,0.04188,0.0,0.00524,2.59091,2.58333,3.68269,7.36667,2.55357,7.11111,47.88889,0.53803,1.23392,0.11765,0.35294,0.76471,0.65359,1.0,0.96078,0.70588,0.85574,0.05687,0.85515,0.05412,0.95215,0.01962,0.9087,0.04572,0.92838,0.04806,0.43128,0.5545,0.81043,"[120, 120, 160, 120, 120, 640]",31
0.06835,0.05396,0.6223,14.19932,0.3777,1.8,3.11561,30.88889,0.34892,5,9,278,0.05036,0.15108,0.03597,0.01799,0.00719,0.0036,0.0,495391.84971,4.37835,4.68895,120.66667,1.29367,1.29367,1.73744,1.73744,5.30217,5.52657,0.58537,11.04899,966.50862,0.0,0.76693,0.09353,0.0036,0.02878,0.0,0.03597,0.00719,0.03957,0.0,0.02518,3.22222,3.875,3.21687,7.35294,3.20986,8.44444,78.66667,0.52168,1.64762,0.25,1.625,1.25,1.02778,2.0,2.16667,1.0,0.89363,0.01658,0.88655,0.01227,0.92315,0.03733,0.92144,0.02736,0.92995,0.0304,0.47977,0.43353,0.60694,"[120, 80, 80, 80, 80, 440]",32
0.08333,0.03571,0.58929,21.35957,0.41071,1.66667,2.9899,33.6,0.27381,3,5,168,0.04167,0.19643,0.04167,0.01786,0.0,0.01786,0.0,287751.30303,4.83943,4.83825,1615.0,3.1366,3.1366,3.4172,3.4172,5.6556,5.67942,0.33333,10.33327,1084.83827,0.0,0.75551,0.06548,0.0,0.02976,0.0,0.02381,0.0,0.04167,0.0,0.02976,2.42857,1.33333,3.17778,8.91667,3.12816,7.9,90.2,0.4619,1.43478,0.0,0.0,0.25,0.3,0.75,1.7,0.75,0.90461,0.04754,0.91592,0.04889,0.95162,0.01347,0.93034,0.04703,0.93487,0.04863,0.22222,0.57576,0.69697,"[0, 0, 0, 0, 0, 0]",33
0.11915,0.04255,0.57447,20.15091,0.42553,2.75,3.20741,21.36364,0.28936,4,11,235,0.08511,0.1234,0.0383,0.02128,0.0,0.0,0.01702,503320.54815,4.51044,4.81294,822.81818,2.40464,2.31527,3.07682,3.07682,5.43834,5.65542,0.65517,10.98314,1056.20296,0.0,0.77801,0.11489,0.00851,0.05106,0.0,0.06809,0.00426,0.07234,0.0,0.02128,1.89286,0.75,3.53226,9.12,2.65402,6.59091,51.09091,0.49089,1.35,0.0,0.0,0.7,0.6,0.9,1.05455,0.6,0.87823,0.03161,0.84882,0.03025,0.93015,0.00668,0.90016,0.04584,0.91439,0.04268,0.28889,0.62222,0.74074,"[160, 80, 160, 160, 120, 680]",34
