adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,negative_words,positive_words,ratio_function_to_content_words,grade,index_text
0.05983,0.07123,0.53846,46.1449,0.46154,4.25,2.86772,20.64706,0.2963,4,17,351,0.05983,0.11111,0.05698,0.04274,0.0,0.00285,0.00855,536722.59788,4.67745,4.76793,6726.47059,2.71018,2.71018,3.00153,3.00153,5.59163,5.68787,0.58333,11.87569,845.40558,0.00857,0.74163,0.1339,0.00285,0.09117,0.00285,0.05413,0.0057,0.05983,0.0,0.01994,4.38889,3.25,3.14444,12.78788,2.61357,7.20588,51.70588,0.53265,1.16667,0.5,1.75,0.5,0.38971,0.875,0.69118,0.5,0.82937,0.05447,0.82746,0.05266,0.95754,0.0079,0.89065,0.05518,0.91657,0.05174,0.28571,0.48148,0.85714,"[160, 160, 160, 160, 160, 800]",18
0.07761,0.06567,0.56418,54.07771,0.43582,2.83333,2.68254,19.70588,0.25672,6,17,335,0.0806,0.16418,0.05672,0.03881,0.00597,0.0,0.01194,417713.68254,4.84534,4.77141,2620.11765,3.03894,2.93547,3.03371,3.03371,5.71036,5.68511,0.42,11.47162,1036.8801,0.02119,0.73034,0.1194,0.00299,0.05373,0.0,0.07164,0.0,0.05075,0.0,0.00896,6.0,2.52632,2.90588,10.56,2.73619,7.29412,47.64706,0.59401,1.29452,0.0625,0.5,0.25,0.27941,0.9375,0.67647,0.8125,0.83288,0.06038,0.80746,0.0453,0.90427,0.04411,0.88221,0.05125,0.90383,0.04964,0.21164,0.49735,0.77249,"[120, 80, 80, 80, 120, 480]",20
0.09412,0.06765,0.56765,26.61463,0.43235,2.75,2.96891,30.90909,0.26176,4,11,340,0.10882,0.14412,0.05882,0.04706,0.0,0.00588,0.00588,631145.32124,4.71264,4.87054,1784.36364,2.47127,2.39282,2.69927,2.69927,5.58456,5.71556,0.55319,11.42487,963.90928,0.0083,0.7556,0.14706,0.00294,0.07647,0.0,0.06471,0.0,0.07059,0.0,0.01176,2.53125,1.7,4.40741,8.6383,3.22445,7.54545,76.27273,0.50618,1.31293,1.0,2.2,1.5,1.43636,1.8,1.56364,1.2,0.88598,0.04152,0.87584,0.05043,0.96293,0.00584,0.92127,0.03449,0.93113,0.03689,0.31088,0.46114,0.76166,"[160, 200, 200, 160, 200, 920]",21
0.10145,0.02174,0.55797,37.521,0.44203,1.66667,2.85714,27.6,0.30435,3,5,138,0.0942,0.13043,0.05072,0.05072,0.0,0.0,0.0,328623.71429,4.80843,4.74965,2703.0,2.9664,2.9664,2.2378,2.2378,5.53601,5.53059,0.5,10.05907,1114.98963,0.0,0.77205,0.1087,0.0,0.05072,0.00725,0.03623,0.00725,0.04348,0.0,0.00725,2.35714,2.66667,3.02632,8.5625,2.9873,8.4,66.2,0.51038,1.2623,0.0,0.0,1.0,1.0,2.0,1.8,1.25,0.79036,0.04849,0.77646,0.04996,0.89021,0.02484,0.84149,0.04591,0.8551,0.05668,0.33766,0.37662,0.79221,"[120, 120, 120, 120, 120, 600]",22
0.10286,0.02857,0.59143,14.49883,0.40857,3.0,3.24155,29.16667,0.3,4,12,350,0.05714,0.16,0.04286,0.01714,0.00571,0.00286,0.01143,369654.16908,4.68419,4.88657,1698.0,2.317,2.317,2.95733,2.95733,5.54803,5.71493,0.64151,11.49416,1043.5871,0.00398,0.74988,0.08571,0.0,0.04,0.00286,0.05429,0.00286,0.04286,0.0,0.01429,2.86111,2.0,3.38144,8.0,3.35869,7.45833,88.25,0.47665,1.44755,0.27273,1.45455,0.72727,0.83333,2.18182,2.74242,0.90909,0.87337,0.06098,0.86613,0.05755,0.94935,0.01081,0.90749,0.06084,0.91759,0.06191,0.30918,0.48792,0.69082,"[120, 80, 80, 80, 40, 400]",23
0.11453,0.03911,0.53631,20.25385,0.46369,4.33333,3.33333,27.53846,0.26816,3,13,358,0.1257,0.11453,0.03631,0.02514,0.00279,0.0,0.00559,305939.95312,4.34903,4.43018,303.38462,1.90985,1.90985,1.83423,1.83423,5.37929,5.48703,0.74286,11.03209,1455.71333,0.0,0.78788,0.08101,0.0,0.02793,0.0,0.0419,0.0,0.02793,0.0,0.01117,2.39474,2.54545,3.24706,7.62857,2.82328,7.34615,63.46154,0.54938,1.15663,0.16667,1.16667,1.08333,0.87179,0.33333,0.52564,0.25,0.82145,0.21606,0.76542,0.30218,0.94971,0.00676,0.85115,0.22442,0.86025,0.227,0.34896,0.54688,0.86458,"[160, 120, 120, 120, 120, 640]",24
0.1326,0.0884,0.61602,-14.55527,0.38398,1.2,3.06278,60.33333,0.29006,5,6,362,0.07182,0.10497,0.03591,0.01657,0.0,0.00276,0.01657,366907.45291,4.62783,4.71862,371.0,1.71517,1.438,2.29933,1.88117,5.37113,5.4393,0.61111,11.38738,865.08718,0.0,0.7889,0.07459,0.01657,0.03039,0.00552,0.02762,0.00552,0.01657,0.0,0.00552,1.70213,1.77273,3.36842,8.86207,4.16867,8.08333,180.66667,0.43782,1.60432,0.0,0.0,4.2,3.26667,10.8,9.4,7.2,0.95476,0.02111,0.94753,0.0,0.96254,0.01739,0.95968,0.02205,0.96246,0.02229,0.40359,0.40359,0.62332,"[200, 200, 200, 200, 200, 1000]",25
0.1049,0.05828,0.55711,-23.50393,0.44289,1.2,3.15481,71.5,0.29837,5,6,429,0.0676,0.09557,0.03497,0.02564,0.0,0.00233,0.00699,453612.01255,4.81557,5.07003,1151.33333,1.75133,1.75133,2.20217,2.20217,5.65078,5.85722,0.84615,11.9641,893.44005,0.0,0.75142,0.09557,0.00466,0.04662,0.00233,0.05361,0.00466,0.04196,0.0,0.00699,2.48837,2.52941,3.83471,8.97143,4.3358,10.25,256.66667,0.43484,1.25789,0.0,0.0,5.6,4.2,11.6,9.4,8.8,0.9353,0.0263,0.9142,0.0,0.94254,0.02417,0.93931,0.03351,0.94455,0.03327,0.25105,0.35146,0.79498,"[200, 200, 200, 200, 200, 1000]",26
0.06604,0.06604,0.59434,25.01083,0.40566,2.5,2.96296,31.8,0.31761,4,10,318,0.10063,0.14465,0.06918,0.04403,0.00314,0.00629,0.01887,594197.81481,4.61718,4.74803,755.1,2.2042,2.2042,2.0419,1.8882,5.48786,5.5839,0.7907,11.08772,1158.09999,0.00379,0.79269,0.10692,0.0,0.0566,0.0,0.05346,0.00314,0.04717,0.0,0.00314,5.66667,2.0,3.31395,9.88889,3.05799,8.45,81.8,0.50732,1.46512,0.22222,0.88889,1.66667,1.24444,1.88889,1.51111,1.44444,0.89457,0.03909,0.88782,0.03573,0.94256,0.0127,0.92729,0.02018,0.93454,0.01985,0.38095,0.57672,0.68254,"[200, 200, 200, 200, 200, 1000]",27
0.0804,0.03518,0.55779,0.23021,0.44221,1.0,3.16216,49.75,0.24121,4,4,199,0.1005,0.20101,0.04523,0.03518,0.0,0.0,0.01005,356794.73874,4.73346,4.74324,231.5,1.86875,1.86875,2.7325,2.7325,5.53707,5.59825,0.72222,10.7402,780.40012,0.0,0.7803,0.12563,0.0,0.0804,0.0,0.07035,0.0,0.0603,0.0,0.0201,5.25,1.25,3.06522,9.73333,3.49378,8.375,156.75,0.45188,1.26136,0.0,0.0,3.0,3.33333,9.66667,10.5,2.33333,0.94176,0.01644,0.9469,0.0,0.94176,0.01644,0.95413,0.02497,0.95463,0.02532,0.36036,0.45045,0.79279,"[0, 0, 0, 0, 0, 0]",28
0.088,0.044,0.54,21.18265,0.46,2.0,3.20741,31.25,0.28,4,8,250,0.124,0.128,0.068,0.044,0.0,0.0,0.024,379325.77037,4.68396,4.83947,1500.875,2.53875,2.53875,3.25338,3.25338,5.65726,5.79146,0.96774,11.47581,966.02726,0.00629,0.70596,0.124,0.004,0.088,0.0,0.068,0.004,0.068,0.0,0.008,2.04545,1.63636,3.13043,9.08,2.82238,7.5625,81.875,0.4741,1.17391,0.57143,1.0,2.71429,2.96429,2.57143,3.17857,2.0,0.90211,0.03118,0.90289,0.00705,0.93998,0.02449,0.93217,0.02589,0.93891,0.02528,0.46667,0.59259,0.85185,"[200, 200, 200, 200, 0, 800]",29
0.06878,0.0582,0.5582,24.61305,0.4418,2.2,3.0,34.36364,0.27778,5,11,378,0.09788,0.15344,0.05291,0.02646,0.00265,0.00529,0.01587,510440.891,4.69111,4.90936,1425.18182,2.18973,2.18973,2.75791,2.75791,5.59226,5.7501,0.76923,11.68189,1016.40714,0.0,0.76699,0.11376,0.00529,0.05026,0.00265,0.05556,0.00529,0.05026,0.0,0.01323,3.46154,1.26667,3.49505,8.48936,3.13079,8.18182,85.54545,0.48091,1.26347,1.2,3.9,1.4,1.4,2.0,2.18182,1.4,0.9148,0.03516,0.90566,0.035,0.95475,0.00491,0.94155,0.02366,0.94854,0.02177,0.36493,0.53555,0.79147,"[200, 200, 200, 200, 200, 1000]",30
0.13811,0.03069,0.57033,13.50459,0.42967,4.0,3.34529,24.4375,0.27366,4,16,391,0.09974,0.12788,0.03836,0.02813,0.0,0.00256,0.00767,340035.58744,4.43353,4.64443,829.25,1.69488,1.69488,2.18725,2.18725,5.37788,5.56302,0.57447,11.51826,967.74599,0.0,0.76849,0.09974,0.00256,0.05627,0.00256,0.05627,0.00512,0.04092,0.0,0.01535,2.08511,2.88889,4.40426,7.41026,2.89925,7.5625,60.25,0.50642,1.32738,0.0,0.0,0.93333,0.81667,1.46667,0.88333,0.93333,0.89692,0.03348,0.88834,0.03263,0.96288,0.01099,0.93312,0.02132,0.94552,0.01457,0.3991,0.48879,0.75336,"[0, 80, 80, 80, 80, 320]",31
0.11696,0.02339,0.54971,4.69697,0.45029,1.5,3.60638,28.5,0.35088,4,6,171,0.04094,0.05848,0.05848,0.05263,0.0,0.0,0.00585,177577.75532,4.39643,4.59809,1199.83333,2.1255,2.1255,2.93217,2.93217,5.52161,5.65998,0.8,10.66974,982.51829,0.0,0.75236,0.12865,0.0,0.05848,0.0,0.07602,0.0,0.01754,0.0,0.0,2.1,2.0,3.58182,6.4,2.96159,7.83333,69.66667,0.4475,1.22078,0.0,0.0,1.4,0.93333,3.4,1.93333,1.8,0.89488,0.0206,0.88448,0.02226,0.91643,0.00114,0.91272,0.02424,0.91608,0.02604,0.26596,0.48936,0.81915,"[80, 80, 80, 80, 80, 400]",32
0.10811,0.02703,0.58301,25.60085,0.41699,2.25,3.07285,28.77778,0.33591,4,9,259,0.06178,0.11197,0.03861,0.03089,0.0,0.0,0.00386,366041.64238,4.6211,4.82197,543.33333,1.95022,1.40267,2.47856,1.96067,5.5122,5.66179,0.65385,10.76874,1338.99213,0.0,0.78438,0.09266,0.0,0.05019,0.0,0.05405,0.0,0.02317,0.0,0.00386,3.44444,2.6,3.22892,6.68,3.13909,7.66667,73.22222,0.49479,1.39815,0.0,0.0,0.0,0.33333,0.5,0.75,0.375,0.8534,0.05543,0.85061,0.05994,0.92051,0.01421,0.89675,0.05115,0.90227,0.05359,0.30464,0.44371,0.71523,"[120, 120, 80, 120, 80, 520]",33
0.10323,0.06129,0.62258,31.04163,0.37742,4.0,2.97927,19.375,0.2871,4,16,310,0.08387,0.17097,0.04839,0.02258,0.00645,0.0,0.01935,558458.0,4.5184,4.78375,1452.1875,2.485,2.485,2.88888,2.88888,5.36787,5.57158,0.68627,11.24481,1035.29919,0.00474,0.76427,0.09677,0.00645,0.02581,0.0,0.06129,0.0,0.04194,0.00323,0.00645,1.25806,2.27778,4.29412,9.7619,2.64396,7.875,49.6875,0.54546,1.64957,0.0,0.0,0.33333,0.48333,0.26667,0.9,0.13333,0.87159,0.03942,0.8664,0.04502,0.9664,0.00623,0.91731,0.03583,0.93205,0.03585,0.29534,0.4456,0.60622,"[120, 120, 120, 80, 80, 520]",34
0.10753,0.03495,0.59946,11.85765,0.40054,2.5,3.08969,37.2,0.35484,4,10,372,0.0672,0.10215,0.06452,0.04839,0.00806,0.00269,0.00538,621566.78027,4.26592,4.79048,1483.9,2.0085,1.6979,2.6267,2.2891,5.26673,5.60422,0.5,11.30592,971.57809,0.0,0.77363,0.09677,0.0,0.0672,0.00538,0.03226,0.00538,0.03495,0.0,0.00269,2.45,2.4,2.5913,9.75,3.43142,7.6,115.3,0.6198,1.49664,0.11111,0.11111,0.77778,0.86667,2.0,1.68889,1.55556,0.82192,0.10079,0.77054,0.11209,0.92758,0.02444,0.84236,0.10268,0.86926,0.09758,0.38565,0.42152,0.66816,"[200, 40, 200, 200, 160, 800]",35
