adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,negative_words,positive_words,ratio_function_to_content_words,grade,index_text
0.07301,0.04425,0.56195,35.61346,0.43805,3.2,2.92126,28.25,0.3208,5,16,452,0.06637,0.12389,0.04425,0.02876,0.0,0.01106,0.00442,355439.85827,4.68801,4.8439,1735.125,2.47975,2.47975,2.95037,2.95037,5.59676,5.71815,0.47059,11.78177,942.76655,0.0,0.76261,0.10177,0.01327,0.04867,0.0,0.03982,0.00885,0.02876,0.00221,0.00664,4.54545,4.28571,3.07194,8.97917,3.15771,7.84375,74.9375,0.5231,1.28283,0.0,0.0,1.2,0.69167,2.13333,1.48333,1.33333,0.87084,0.04827,0.86724,0.04962,0.9524,0.01545,0.91569,0.03733,0.93073,0.0394,0.46063,0.46063,0.77953,"[80, 120, 120, 120, 80, 520]",10
0.04087,0.05048,0.5649,53.12674,0.4351,3.6,2.64681,23.11111,0.34375,5,18,416,0.0649,0.12981,0.03846,0.01923,0.0,0.0024,0.01442,560952.2766,4.36947,4.64781,4381.83333,1.73183,1.73183,1.77433,1.77433,5.40292,5.59976,0.43137,12.13079,932.21966,0.0,0.71091,0.08894,0.0024,0.03606,0.0,0.04567,0.00481,0.03125,0.0,0.01202,2.05882,2.27273,2.97541,8.26667,2.837,8.22222,61.0,0.55444,1.29834,0.0,0.0,0.82353,0.93464,1.64706,1.60131,0.94118,0.81477,0.06929,0.81763,0.06376,0.94262,0.01771,0.88896,0.02948,0.9174,0.02809,0.41702,0.37447,0.77021,"[80, 80, 80, 80, 0, 320]",11
0.05085,0.0452,0.54802,33.3852,0.45198,2.25,3.19588,19.66667,0.29944,4,9,177,0.08475,0.15254,0.0565,0.0452,0.0,0.0113,0.0,225548.79381,4.69766,4.72558,2870.66667,2.52011,2.52011,2.63267,2.63267,5.62266,5.6855,0.68,10.4448,1007.42506,0.0,0.77359,0.08475,0.0113,0.06215,0.0,0.0226,0.0,0.0226,0.0,0.01695,4.44444,3.5,3.24,9.85714,2.79887,8.11111,37.44444,0.47612,1.2125,0.375,1.75,0.625,0.38889,1.0,0.58333,0.625,0.84521,0.04187,0.83422,0.06044,0.91671,0.02206,0.88436,0.04278,0.89502,0.04357,0.30928,0.59794,0.82474,"[120, 80, 120, 80, 80, 480]",12
0.02956,0.05911,0.53202,30.92452,0.46798,1.0,2.76852,40.6,0.25616,5,5,203,0.09852,0.18719,0.08374,0.04433,0.0,0.00985,0.02956,443117.08333,4.75988,4.7721,1838.8,2.2258,2.2258,2.4996,2.4996,5.70208,5.72936,0.52778,10.73917,1050.30854,0.0,0.75029,0.12808,0.00493,0.05419,0.0,0.06897,0.0,0.04926,0.0,0.01478,2.5,2.45455,2.74,11.0,3.15233,9.1,102.8,0.53395,1.13684,0.0,0.0,0.75,1.1,2.75,3.6,2.0,0.91365,0.02009,0.90863,0.0,0.91365,0.02009,0.9342,0.00759,0.93995,0.00549,0.35185,0.22222,0.87963,"[120, 120, 80, 80, 80, 480]",13
0.05952,0.05357,0.60714,18.51429,0.39286,2.33333,3.15686,24.0,0.33333,3,7,168,0.05952,0.16071,0.02381,0.0119,0.0,0.0,0.0119,544074.31373,4.54557,4.90719,1391.14286,2.42486,2.42486,3.15229,3.15229,5.46665,5.71626,0.7037,10.33327,1183.45994,0.0,0.76159,0.09524,0.0119,0.02976,0.0,0.05357,0.00595,0.04762,0.0,0.01786,2.2,3.57143,2.88,7.77273,2.7301,7.92857,56.14286,0.51314,1.54545,0.16667,1.0,0.33333,0.66667,0.33333,0.57143,0.33333,0.84344,0.05161,0.84941,0.0457,0.9416,0.00289,0.89075,0.05181,0.89862,0.04898,0.36275,0.51961,0.64706,"[40, 40, 40, 40, 40, 200]",14
0.04348,0.04348,0.54658,43.96962,0.45342,2.0,2.96591,20.125,0.3354,4,8,161,0.06211,0.12422,0.03727,0.03106,0.0,0.0,0.00621,430493.11364,4.71478,4.89409,4044.375,2.37025,2.37025,3.37825,3.37825,5.75078,5.87213,0.23529,10.85567,865.07574,0.0,0.70065,0.10559,0.00621,0.0559,0.0,0.0559,0.00621,0.04969,0.0,0.01242,3.85714,4.83333,2.85185,8.82353,2.91259,7.3125,39.375,0.51299,1.20548,0.0,0.14286,0.71429,0.78571,1.14286,0.89286,1.0,0.82645,0.06728,0.79862,0.07265,0.89714,0.04279,0.86212,0.07822,0.87519,0.06078,0.51136,0.38636,0.82955,"[120, 120, 120, 120, 120, 600]",15
0.08586,0.05051,0.56061,38.505,0.43939,3.0,3.02703,22.0,0.31313,3,9,198,0.0404,0.11111,0.07071,0.06061,0.0,0.0,0.0101,343790.30631,4.7603,4.85271,595.66667,2.05756,2.05756,2.456,2.456,5.76417,5.84752,0.52632,10.81529,1157.51926,0.0,0.70354,0.13131,0.0101,0.07576,0.0,0.05051,0.0,0.0404,0.0,0.00505,3.8125,2.55556,3.62712,9.35294,2.61416,7.94444,50.22222,0.48345,1.27586,0.0,0.0,0.5,0.30556,0.875,0.69444,0.625,0.79692,0.06383,0.79606,0.06627,0.90891,0.01456,0.86375,0.05697,0.87318,0.05863,0.34234,0.51351,0.78378,"[80, 80, 40, 80, 80, 360]",16
0.06885,0.0623,0.54754,32.63623,0.45246,2.33333,2.63473,43.57143,0.27213,3,7,305,0.11148,0.14426,0.05902,0.03279,0.0,0.00656,0.01967,443937.31737,4.96279,5.01399,3623.42857,2.60729,2.60729,2.80529,2.77514,5.76407,5.81504,0.5,11.46844,945.11407,0.01709,0.72204,0.08525,0.00328,0.03607,0.0,0.03934,0.0,0.02295,0.0,0.00984,5.09524,2.42857,2.98765,9.76316,3.23192,7.14286,129.71429,0.4695,1.21014,2.0,4.0,2.66667,3.04762,5.66667,4.52381,3.66667,0.91208,0.02658,0.89255,0.03159,0.94734,0.02275,0.9271,0.02422,0.93325,0.02755,0.38323,0.49701,0.82635,"[80, 40, 40, 40, 80, 280]",17
0.06168,0.05607,0.57196,32.71156,0.42804,3.16667,2.90523,28.15789,0.27664,6,19,535,0.10093,0.17757,0.05234,0.03364,0.00187,0.00374,0.01308,529440.83987,4.71194,4.76708,1017.36842,2.19363,2.19363,2.32153,2.32153,5.58709,5.6594,0.51685,11.66632,1281.89321,0.0,0.75131,0.11402,0.00561,0.05421,0.0,0.06355,0.00374,0.05421,0.0,0.01308,3.2,2.65385,3.98601,10.22368,2.90082,7.36842,71.15789,0.51328,1.33624,0.05556,0.5,1.0,0.94737,2.16667,1.53801,1.0,0.8863,0.04466,0.86458,0.04656,0.94667,0.0214,0.91846,0.03155,0.93881,0.02658,0.43464,0.36275,0.74837,"[120, 120, 80, 120, 80, 520]",18
0.06881,0.06422,0.60092,47.67605,0.39908,2.25,2.61832,24.22222,0.29358,4,9,218,0.0367,0.17431,0.04128,0.00459,0.00459,0.0,0.0367,613152.06107,4.74128,4.82504,1614.33333,1.38878,1.38878,1.99444,1.99444,5.58017,5.67957,0.57143,10.86259,1160.87662,0.0,0.74706,0.08257,0.00917,0.00917,0.0,0.05046,0.00459,0.04587,0.0,0.00459,4.07143,2.45455,3.0,9.54286,2.96356,7.33333,58.0,0.54954,1.50575,0.375,2.0,0.625,0.5,2.0,2.16667,0.875,0.90338,0.02941,0.88862,0.02009,0.92718,0.00475,0.92586,0.01874,0.93466,0.01978,0.49618,0.50382,0.66412,"[120, 120, 80, 80, 80, 480]",19
0.0107,0.03743,0.50802,16.36667,0.49198,1.5,2.73684,62.33333,0.29412,2,3,187,0.08556,0.16578,0.05348,0.03209,0.0,0.00535,0.01604,389231.27368,4.72223,4.74866,103.0,1.39,1.39,1.375,1.375,5.76217,5.80021,0.86207,10.8504,1063.22187,0.0,0.73068,0.13369,0.02139,0.05348,0.0,0.06952,0.00535,0.04813,0.0,0.0,2.0,2.8,2.69388,15.58333,4.48527,8.16667,203.66667,0.54608,1.03261,0.0,0.0,1.5,2.33333,4.5,7.0,2.5,0.89649,0.00259,0.90003,0.0,0.9267,0.0,0.90792,0.00883,0.91184,0.01275,0.27368,0.47368,0.96842,"[0, 40, 40, 0, 40, 120]",20
0.03889,0.03333,0.53611,41.22088,0.46389,3.4,2.99482,21.17647,0.33889,5,17,360,0.06389,0.125,0.03889,0.02222,0.00556,0.0,0.01111,334357.33679,4.61513,4.83205,5958.94118,2.61724,2.61724,2.99882,2.99882,5.61427,5.78034,0.78571,11.77386,1132.90679,0.0,0.69678,0.08611,0.00833,0.02778,0.00556,0.05,0.00833,0.02778,0.0,0.0,3.07143,4.0,2.81579,10.11429,2.77461,7.55882,47.0,0.52063,1.15569,0.0,0.0,0.75,0.83088,1.125,0.99265,0.875,0.82379,0.06989,0.80389,0.08918,0.93094,0.03521,0.8774,0.07359,0.89626,0.07704,0.45596,0.40933,0.86528,"[120, 160, 120, 120, 120, 640]",21
0.08202,0.05678,0.59621,37.0513,0.40379,1.25,2.75132,31.7,0.29968,8,10,317,0.08833,0.15773,0.04416,0.03155,0.0,0.0,0.00946,879035.22222,4.72453,4.8899,1053.1,2.7426,2.7283,2.0505,2.0505,5.56271,5.69296,0.54,11.14017,1256.9426,0.0,0.76505,0.1041,0.00315,0.06309,0.0,0.03785,0.0,0.04101,0.0,0.02208,3.0,2.5,3.70238,9.86667,3.42763,7.75,87.2,0.52679,1.47656,0.11111,2.44444,1.88889,1.42222,2.11111,1.88889,1.66667,0.89235,0.03899,0.87812,0.02064,0.89747,0.03495,0.91939,0.02514,0.93469,0.02308,0.20635,0.7037,0.67725,"[160, 120, 160, 160, 120, 720]",22
0.07921,0.0495,0.50495,47.30526,0.49505,1.33333,2.7451,25.25,0.19802,6,8,202,0.13366,0.17822,0.0297,0.0099,0.00495,0.0,0.00495,393148.51961,5.07784,5.04617,8720.75,3.48313,3.48313,3.7445,3.7445,5.82802,5.87461,0.42424,11.69436,543.03832,0.00515,0.65981,0.10891,0.0099,0.02475,0.0,0.07921,0.0,0.06436,0.0,0.0,5.93333,3.83333,4.25,10.31429,2.88827,7.25,83.5,0.57264,1.02,0.14286,1.85714,1.0,1.14286,2.71429,3.32143,1.42857,0.89818,0.04553,0.88544,0.0172,0.91593,0.05873,0.92117,0.05394,0.92597,0.05697,0.2451,0.93137,0.98039,"[80, 80, 120, 80, 0, 360]",23
0.07092,0.00709,0.55319,40.812,0.44681,1.0,2.78205,28.2,0.2766,5,5,141,0.05674,0.19858,0.00709,0.00709,0.0,0.0,0.0,366769.25641,4.98951,5.00017,5066.6,2.921,2.921,2.872,2.872,5.82626,5.86694,0.42857,10.36528,1188.39174,0.01,0.71905,0.11348,0.0,0.03546,0.0,0.10638,0.0,0.0922,0.0,0.01418,6.2,1.0,4.5,11.69231,2.92646,7.6,67.2,0.44893,1.2381,1.0,2.0,1.25,1.4,1.75,2.5,1.5,0.91984,0.01412,0.91508,0.0,0.91984,0.01412,0.93429,0.01716,0.93734,0.01872,0.14103,0.92308,0.80769,"[120, 120, 120, 120, 120, 600]",24
0.07543,0.05839,0.60097,35.56269,0.39903,3.0,2.72874,27.4,0.26277,5,15,411,0.09489,0.20438,0.04623,0.0292,0.0,0.00243,0.0146,743125.5668,4.93857,5.00029,1902.33333,3.16673,3.16673,3.06287,3.06287,5.62954,5.71492,0.55128,11.61014,1023.38553,0.0,0.76913,0.11192,0.00973,0.04623,0.0,0.05109,0.00487,0.05353,0.0,0.01217,3.58065,1.93333,4.21875,8.78082,3.16126,7.43333,76.73333,0.51713,1.5061,0.07143,1.14286,0.78571,0.89524,3.0,2.4381,1.35714,0.89053,0.05028,0.87678,0.04936,0.94239,0.01821,0.92492,0.04662,0.94024,0.03547,0.19433,0.64777,0.66397,"[160, 200, 200, 160, 160, 880]",25
0.08228,0.05063,0.58861,27.54776,0.41139,2.25,3.1828,17.55556,0.3038,4,9,158,0.05696,0.1519,0.02532,0.01266,0.0,0.0,0.01266,507782.32258,4.63435,4.88991,9329.55556,2.19578,2.19578,2.66322,2.66322,5.52167,5.70919,0.63636,10.21734,1172.61711,0.0,0.7622,0.06329,0.01899,0.01266,0.01266,0.02532,0.01899,0.01899,0.0,0.0,1.61538,3.75,3.06977,6.81818,2.51828,6.66667,33.0,0.5133,1.43077,0.0,0.0,0.125,0.11111,1.25,0.61111,0.625,0.81245,0.06289,0.7973,0.10127,0.88328,0.03224,0.86462,0.05226,0.88111,0.05326,0.23656,0.55914,0.69892,"[120, 80, 40, 40, 0, 280]",26
0.15751,0.05495,0.61172,28.88384,0.38828,2.0,2.72455,34.125,0.22711,4,8,273,0.08059,0.17216,0.04396,0.0293,0.0,0.00366,0.01099,515248.48503,5.26371,5.20907,4000.0,3.48212,3.48212,3.37113,3.37113,5.85881,5.84403,0.38636,11.3643,1046.89152,0.0,0.70799,0.13187,0.00733,0.04396,0.00366,0.08059,0.00366,0.06593,0.0,0.00733,4.45238,2.75,5.22581,10.29545,3.16309,9.25,86.75,0.43224,1.57547,0.0,0.0,3.57143,2.71429,6.57143,5.07143,5.57143,0.93586,0.02076,0.93441,0.02561,0.95982,0.00712,0.95614,0.01294,0.96007,0.01502,0.23952,0.7006,0.63473,"[160, 200, 200, 160, 120, 840]",27
0.08014,0.05226,0.56794,48.87457,0.43206,3.0,2.7362,23.91667,0.27178,4,12,287,0.09756,0.16376,0.05575,0.03484,0.0,0.00697,0.01394,506940.09816,4.99378,5.01554,4022.16667,3.10492,3.10492,3.35217,3.35217,5.79714,5.84321,0.54762,11.41325,995.14243,0.0,0.74867,0.1115,0.00697,0.05575,0.0,0.04878,0.00348,0.0453,0.0,0.00697,3.47826,1.54545,4.92105,9.04545,3.05644,8.25,55.08333,0.52056,1.31452,0.0,0.0,0.63636,0.92424,0.90909,1.5,0.54545,0.89292,0.05633,0.88319,0.0345,0.94317,0.01932,0.92437,0.03689,0.93265,0.03279,0.31902,0.63804,0.76074,"[120, 120, 120, 160, 120, 640]",28
0.075,0.07857,0.56786,47.58929,0.43214,2.5,2.60377,28.0,0.16786,4,10,280,0.15,0.24643,0.06071,0.04643,0.0,0.00357,0.01429,718269.49686,4.95041,4.93501,1619.9,2.0907,2.0907,2.3953,2.3953,5.69065,5.74825,0.43284,11.31999,897.29128,0.0,0.74022,0.15357,0.01071,0.07143,0.0,0.08214,0.00714,0.07857,0.0,0.01429,5.55,2.9375,3.71739,9.11667,2.83774,7.8,90.3,0.53385,1.31405,0.0,0.0,2.11111,2.57778,4.22222,3.95556,1.33333,0.90549,0.03161,0.90972,0.03024,0.96127,0.00697,0.94084,0.02158,0.94563,0.02272,0.2327,0.79874,0.76101,"[160, 160, 120, 160, 120, 720]",29
0.08383,0.08982,0.63473,33.83024,0.36527,2.75,2.95283,15.18182,0.27545,4,11,167,0.11377,0.18563,0.02994,0.01796,0.0,0.0,0.01198,589203.12264,4.99853,5.06425,9644.90909,3.51055,3.51055,3.54109,3.54109,5.64519,5.69325,0.44444,10.17308,1120.61955,0.00574,0.81926,0.11976,0.0,0.0479,0.0,0.07186,0.0,0.06587,0.0,0.01198,3.85714,2.33333,5.56818,9.48276,2.41922,7.54545,36.0,0.54507,1.7377,0.0,0.0,0.5,0.29091,0.5,0.52727,0.5,0.8222,0.06299,0.81903,0.04354,0.86929,0.08827,0.87848,0.06681,0.8975,0.07404,0.28302,0.54717,0.57547,"[120, 80, 40, 40, 80, 360]",30
0.08765,0.05976,0.58167,27.53141,0.41833,2.0,3.09589,25.1,0.28685,5,10,251,0.09163,0.14741,0.04781,0.03984,0.0,0.0,0.00797,392963.50685,4.73346,4.97563,4046.8,1.9307,1.9307,3.3755,3.3755,5.61808,5.77066,0.51429,10.95803,1031.21114,0.00237,0.77013,0.11952,0.00398,0.05976,0.00398,0.05976,0.00797,0.03984,0.0,0.00398,2.04545,3.22222,3.47059,7.96875,2.91314,8.05,59.7,0.461,1.39048,0.22222,0.66667,0.22222,0.73333,0.77778,0.82222,0.33333,0.81454,0.10297,0.81089,0.10027,0.9095,0.0206,0.87393,0.06891,0.8866,0.06776,0.17123,0.60959,0.71918,"[160, 200, 200, 160, 160, 880]",31
0.07886,0.02839,0.56467,25.46993,0.43533,1.8,2.94413,35.22222,0.29968,5,9,317,0.0694,0.15773,0.04416,0.0347,0.0,0.0,0.00946,467136.61453,4.65893,4.82931,1215.33333,2.2,2.2,2.69567,2.69567,5.62692,5.76461,0.44681,11.57883,989.30789,0.0,0.72188,0.13249,0.00315,0.05363,0.0,0.07571,0.0,0.05678,0.0,0.01577,2.5,2.5,3.61364,9.40909,3.41311,7.72222,114.11111,0.50996,1.2971,0.375,2.125,1.75,1.27778,3.125,2.16667,2.625,0.91467,0.03355,0.88541,0.03666,0.93157,0.02227,0.92074,0.03468,0.93249,0.03755,0.30726,0.6648,0.77095,"[120, 120, 120, 160, 120, 640]",32
0.05882,0.09626,0.58824,59.3061,0.41176,1.75,2.4,26.71429,0.20321,4,7,187,0.14973,0.22995,0.04813,0.04278,0.0,0.0,0.0107,763924.81818,5.11235,5.10497,1857.57143,3.09414,3.09414,3.39329,3.39329,5.78084,5.77616,0.25,11.11834,735.00758,0.01341,0.68136,0.12299,0.00535,0.05348,0.0,0.06417,0.00535,0.03743,0.0,0.00535,5.5,2.63636,4.91667,11.90244,3.14717,9.07143,70.42857,0.55454,1.42857,0.0,0.0,2.0,1.90476,2.5,2.66667,2.0,0.92668,0.01137,0.92722,0.01109,0.95843,0.00408,0.94738,0.01521,0.95087,0.01648,0.18182,0.57273,0.7,"[120, 40, 80, 80, 80, 400]",33
0.06612,0.05785,0.55372,45.98274,0.44628,1.25,2.79104,24.2,0.27273,4,5,121,0.04132,0.15702,0.07438,0.06612,0.00826,0.0,0.0,419179.61194,4.96852,5.03333,4442.2,3.0104,3.0104,2.4846,2.4846,5.81354,5.87889,0.46667,10.35047,812.28629,0.0,0.67818,0.15702,0.0,0.09091,0.0,0.08264,0.0,0.06612,0.0,0.01653,4.25,3.2,4.77419,9.27778,2.73525,7.7,61.4,0.5565,1.24074,0.0,0.0,0.0,0.6,0.75,2.0,0.25,0.81332,0.07726,0.84481,0.0,0.88627,0.03424,0.88483,0.05626,0.89026,0.0514,0.13433,0.71642,0.80597,"[40, 40, 40, 0, 40, 160]",34
